Company,Year,Total no. of sites,ISO 14001 sites,% certified sites,Production,Water intake,Water intake - KPI,Total Electricity,Renewable Electricity Purchased,Non-Renewable Electricity Purchased,Self-generated AND consumed electricity on-site,Purchased Steam,Sold Electricity,Sold Steam,Natural Gas,Coal,Propane,Fuel Oil,Diesel,Petrol,Biomass,Waste tires,LPG,Other,Total energy,Total energy - KPI,Total CO2 - Scope 1,Total CO2 - Scope 2,Total CO2,Total CO2 - KPI,Renewable_Electricity_Share_%,Scope1_Share_%,Scope2_Share_%,Fossil_Energy_Share_%,Water_per_ton,CO2_per_ton,Energy_per_ton,ISO_Certification_%
EpsilonWheel Co,2017,21.0,21.0,1.0,4273865.5184733,26036824.9684531,6.09210206917179,15877686.4113038,2672586.57603751,13205099.8352663,133629.328801876,3148509.06975802,0.0,0.0,19703674.68189,60435.581017753,387647.079364788,273831.937121141,327787.318004539,27831.3699667326,0.0,0.0,1825069.84611802,4450.63605424007,41636923.930599,9.74221667729791,1285696.82579416,1650637.47940829,2936334.30520245,0.687044150666528,16.8323,43.7858,56.2142,54.3045,6.0921,0.687,9.7422,100.0
EpsilonWheel Co,2018,22.0,22.0,1.0,4827560.9997003,30540895.4937326,6.32636138531003,17839536.5258119,3145528.2011048,14694008.3247071,157276.41005524,3477603.66545812,0.0,0.0,20390724.7536003,48131.1947561573,403954.465612135,222499.643342454,324406.790303864,27830.3986294898,0.0,0.0,1807558.6732581,4447.5219805382,44546693.6327531,9.22757757706606,1318894.12954036,1836751.04058839,3155645.17012875,0.653672769815785,17.6323,41.7948,58.2052,52.1465,6.3264,0.6537,9.2276,100.0
EpsilonWheel Co,2019,22.0,22.0,1.0,4716102.03131572,28987681.920594,6.14653409279757,17416939.6708623,3210349.99312805,14206589.6777342,160517.499656403,3213081.40362625,0.0,0.0,21456855.7577192,38057.745881397,437470.296417472,197695.988040712,317850.942681977,29110.3105021494,0.0,0.0,1962838.15990358,4798.51335554519,45074698.7889906,9.55761739031235,1386281.47229646,1775823.70971678,3162105.18201324,0.670491257614089,18.4323,43.8405,56.1595,54.2315,6.1465,0.6705,9.5576,100.0
EpsilonWheel Co,2020,22.0,22.0,1.0,4934798.24292034,29842435.6444228,6.04734665439179,17635743.8033816,3391766.67091618,14243977.1324654,169588.333545809,3260459.69080421,0.0,0.0,20018522.948036,32178.0957810843,440695.142958315,201520.942901137,358837.983541878,30140.363498187,0.0,0.0,1937606.0404594,4642.73857981535,43920347.7499416,8.90013037776195,1307213.77452978,1780497.14155818,3087710.91608796,0.625701551328407,19.2323,42.336,57.664,52.4225,6.0473,0.6257,8.9001,100.0
EpsilonWheel Co,2021,23.0,23.0,1.0,5024772.47346054,28707046.9046738,5.71310383829247,18948965.5748859,3795921.70590174,15153043.8689842,189796.085295087,3382142.24987629,0.0,0.0,19590468.7318956,23012.9430665981,422880.243067224,176274.558107833,357564.860188172,29417.2832972454,0.0,0.0,2051737.95735137,5116.70309803593,44987581.1048343,8.95315784793167,1285543.48381836,1894130.48362302,3179673.96744139,0.632799591272151,20.0323,40.43,59.57,50.3616,5.7131,0.6328,8.9532,100.0
EpsilonWheel Co,2022,23.0,23.0,1.0,5316054.40920758,32412818.6085591,6.09715704798262,19271053.2286039,4014611.83404299,15256441.3945609,200730.59170215,3332941.1548492,0.0,0.0,22765055.8641392,12913.548659646,423959.074498767,140452.046402877,371851.913400014,27182.0728623134,0.0,0.0,1930964.05649001,4379.81711896443,48280752.7770249,9.08206520486342,1454049.16394557,1907055.17432012,3361104.33826569,0.632255443519191,20.8323,43.2611,56.7389,53.1822,6.0972,0.6323,9.0821,100.0
EpsilonWheel Co,2023,23.0,23.0,1.0,5458771.57678953,33035847.5279592,6.05188311385409,18891636.2198759,4086703.47260535,14804932.7472705,204335.173630267,3463799.6623267,0.0,0.0,22166964.9268382,2521.27370675807,466318.867493252,121092.219678481,362259.591031325,27325.234651682,0.0,0.0,1977163.0312731,4924.23312627773,47484005.2600017,8.69866133653617,1422613.48461269,1850616.59340882,3273230.0780215,0.599627596058268,21.6323,43.4621,56.5379,52.9201,6.0519,0.5996,8.6987,100.0
EtaRoad AG,2009,53.0,53.0,0.9116,3447658.77609008,31892931.410067,9.25060555042402,23241507.7621899,1959321.25800436,21282186.5041855,97966.0629002181,974659.749552626,0.0,0.0,15944736.3169286,1181531.90202185,537945.357882378,3109395.75294555,211879.055688724,41158.0884655768,0.0,0.0,1962502.29293811,5063.32652600653,47210379.6051393,13.6934605978262,1410369.74680038,2660273.31302319,4070643.05982357,1.18069777904181,8.4303,34.6473,65.3527,48.7058,9.2506,1.1807,13.6935,91.16
EtaRoad AG,2010,53.0,53.0,0.9921,3493968.14546698,33870790.3306972,9.69407530937014,24714368.6407286,2281202.31799235,22433166.3227362,114060.115899618,972829.34190918,0.0,0.0,16605892.8025927,1061443.24252982,597411.347458375,3086899.44715013,234802.214934081,36952.1461470048,0.0,0.0,1940724.43750144,4914.20943217443,49256237.8303835,14.0975062678484,1438237.96795643,2804145.79034203,4242383.75829846,1.21420218550145,9.2303,33.9016,66.0984,47.8499,9.6941,1.2142,14.0975,99.21
EtaRoad AG,2011,53.0,53.0,0.9332,3875379.01491636,32648796.6448553,8.42467188865655,26883105.4224635,2696447.36607516,24186658.0563883,134822.368303758,1090631.0414044,0.0,0.0,16742347.873087,1018397.22741186,548793.157857628,2963804.8582343,216520.810062848,38828.9598574708,0.0,0.0,2218809.78898207,4591.92980459446,51725831.0691657,13.3472960631909,1443561.22443109,3023332.25704854,4466893.48147963,1.15263396542287,10.0303,32.3169,67.6831,45.9192,8.4247,1.1526,13.3473,93.32
EtaRoad AG,2012,54.0,54.0,0.9024,3714292.08243968,30885777.6163491,8.31538740918357,24215689.6266373,2622623.94542451,21593065.6812128,131131.197271226,1057537.62062627,0.0,0.0,17000994.570913,968742.540261467,571386.453710994,2430242.51197473,251126.277288522,41349.8175670952,0.0,0.0,2171072.35115132,5029.70019241529,48713171.4703231,13.1150621408122,1413574.38625697,2699133.2101516,4112707.59640857,1.10726553139224,10.8303,34.3709,65.6291,48.1183,8.3154,1.1073,13.1151,90.24
EtaRoad AG,2013,54.0,54.0,0.893,3608509.4292563,34177706.5328008,9.47141948852956,27523548.0789911,3201062.24649388,24322485.8324972,160053.112324694,1019264.38381742,0.0,0.0,18761616.6381002,811439.416506472,549387.208956462,2307490.47694102,231007.485053123,41323.3780606705,0.0,0.0,2186448.85548996,4980.37812681201,53436506.3000432,14.808470740523,1485878.76848827,3040310.72906215,4526189.49755042,1.2543100097935,11.6303,32.8285,67.1715,46.5856,9.4714,1.2543,14.8085,89.3
EtaRoad AG,2014,54.0,54.0,0.8667,3935092.26903582,34202688.8457199,8.69171203807638,26424520.0973384,3284638.51392846,23139881.58341,164231.925696423,1026313.07928472,0.0,0.0,18338789.2664802,773356.678124553,605987.67606418,2175011.25643776,261796.422455533,39828.4231763436,0.0,0.0,2047144.39300966,4817.47864284472,51697564.7710142,13.1375737178537,1446209.05767164,2892485.19792625,4338694.25559789,1.10256480889607,12.4303,33.3328,66.6672,46.9011,8.6917,1.1026,13.1376,86.67
EtaRoad AG,2015,55.0,55.0,1.0,3839388.45082484,32572111.966058,8.4836719137029,27583502.2866938,3649371.11776948,23934131.1689244,182468.555888474,1151731.25778001,0.0,0.0,18201652.6927015,650281.469568791,640137.85593182,2021266.82633861,270409.132922666,36508.3537252482,0.0,0.0,2277578.81784512,4811.29046965334,52837879.9839772,13.7620562911851,1430413.6558661,2991766.39611554,4422180.05198165,1.15179282029449,13.2303,32.3463,67.6537,45.6162,8.4837,1.1518,13.7621,100.0
EtaRoad AG,2016,55.0,55.0,1.0,4411508.61393138,40033053.6734846,9.07468559554927,28006246.8141965,3929351.32379711,24076895.4903994,196467.566189856,1150020.4963139,0.0,0.0,19823924.9556015,624140.26182306,612173.923277145,1854578.80959873,268640.114545114,38247.4167026927,0.0,0.0,2403800.73430098,4904.27358524516,54786677.7999449,12.4190345286714,1511350.70623452,3009611.93629993,4520962.64253444,1.0248110200346,14.0303,33.4298,66.5702,46.7822,9.0747,1.0248,12.419,100.0
EtaRoad AG,2017,55.0,55.0,1.0,4360393.95881412,40705504.9325659,9.33528147159355,28332263.6266913,4201750.46345481,24130513.1632365,210087.523172741,1094089.3636824,0.0,0.0,19961453.7512705,525071.735858682,617017.821780358,1938413.64379299,260765.160361392,40447.4942065266,0.0,0.0,2416621.2846966,5045.16828814662,55191189.0506288,12.6573859086895,1516747.32233945,3016314.14540456,4533061.46774401,1.03959906158958,14.8303,33.4597,66.5403,46.6829,9.3353,1.0396,12.6574,100.0
EtaRoad AG,2018,56.0,56.0,1.0,3967718.1662552,37273954.4861439,9.39430496932792,29517662.4722022,4613689.58207709,24903972.8901251,230684.479103854,1164899.30514787,0.0,0.0,18751901.4480513,400230.221675075,615714.191765591,1818851.79146736,268372.056230476,42290.793589197,0.0,0.0,2432677.09048865,4615.97789111248,55017215.3485088,13.8662105127379,1429256.43140399,3112996.61126563,4542253.04266962,1.14480234037305,15.6303,31.4658,68.5342,44.231,9.3943,1.1448,13.8662,100.0
EtaRoad AG,2019,56.0,56.0,1.0,4529393.87345369,38735763.1103191,8.55208537666494,29631434.6108683,4868523.94849294,24762910.6623754,243426.197424647,1284538.30435785,0.0,0.0,21849299.6587439,331735.67722413,637236.506765023,1513630.57638487,290200.426319727,40748.2024020293,0.0,0.0,2621016.96389058,4718.49676425273,58204559.4237206,12.8504080346935,1586331.24398925,3095363.83279692,4681695.07678617,1.03362507381509,16.4303,33.8837,66.1163,46.8839,8.5521,1.0336,12.8504,100.0
EtaRoad AG,2020,56.0,56.0,1.0,4776578.60390283,42947506.4806043,8.99126970202332,30919656.2911981,5327539.46593028,25592116.8252678,266376.973296514,1339012.05669516,0.0,0.0,21118974.105762,273952.420036984,716656.607576306,1297896.86878228,283207.796836187,41244.1709001794,0.0,0.0,2532953.24354132,4668.18474279132,58528221.7460713,12.2531683448587,1522756.41505319,3199014.60315847,4721771.01821167,0.988525764938449,17.2303,32.2497,67.7503,44.8836,8.9913,0.9885,12.2532,100.0
EtaRoad AG,2021,57.0,57.0,1.0,4222930.49576955,38970784.9004923,9.22837468898257,30561970.951242,5510405.09292501,25051565.858317,275520.25464625,1299463.96026186,0.0,0.0,21213095.8892739,187335.411079315,688342.978659136,1146447.65032177,300924.342530487,38296.09395154,0.0,0.0,2768322.25885665,4632.31065933635,58208831.8468361,13.7839900289973,1520609.38847972,3131445.73228963,4652055.12076934,1.10161773333226,18.0303,32.6868,67.3132,45.2636,9.2284,1.1016,13.784,100.0
EtaRoad AG,2022,57.0,57.0,1.0,4968549.21446769,47904184.761203,9.64148339755054,29959286.0056759,5641413.67355335,24317872.3321226,282070.683677667,1331728.03332445,0.0,0.0,21401175.6221963,107197.920333329,739279.418086522,1160814.09386716,273016.947337406,39896.4101500938,0.0,0.0,2730893.93531039,4447.96077217116,57747736.3470537,11.6226555991235,1523803.63215499,3039734.04151532,4563537.67367031,0.918484949365493,18.8303,33.3908,66.6092,45.8143,9.6415,0.9185,11.6227,100.0
EtaRoad AG,2023,57.0,57.0,1.0,4375696.05953912,41121267.5872846,9.39765171706551,32050968.0480251,6291690.74019706,25759277.307828,314584.537009853,1302759.71607695,0.0,0.0,22532361.8778825,23109.0408117506,753187.252387205,994394.803037398,288989.179937376,40872.3098233529,0.0,0.0,2694069.43172868,4828.30801703416,60685539.9677273,13.8687740514864,1566484.13337757,3219909.6634785,4786393.79685608,1.09385883565236,19.6303,32.7279,67.2721,45.0384,9.3977,1.0939,13.8688,100.0
GammaTire SA,2009,25.0,25.0,0.8543,2212407.96017868,17658954.867089,7.98178056892492,11518818.2665365,1112593.71766961,10406224.5488669,55629.6858834807,945130.533876578,0.0,0.0,6634101.87815869,385056.956705893,383667.618162382,2374228.32675538,72144.4832302815,56082.187668084,0.0,0.0,1393032.04449034,3759.69158958924,23766021.9871737,10.7421517256041,704380.046782636,1300778.06860836,2005158.115391,0.906323856848289,9.6589,35.1284,64.8716,47.5556,7.9818,0.9063,10.7422,85.43
GammaTire SA,2010,25.0,25.0,0.9233,2393919.30365699,18839145.1852268,7.86958238585897,12819448.1898826,1340776.13818544,11478672.0516971,67038.806909272,1039242.30911334,0.0,0.0,6481122.04790206,384714.832984114,346564.740142738,2087839.56320592,79046.9068122174,58964.6480431678,0.0,0.0,1349727.8074679,4009.44001460331,24650680.4855686,10.2972061121324,669557.507956118,1434834.00646214,2104391.51441826,0.879056997119139,10.4589,31.8172,68.1828,43.7797,7.8696,0.8791,10.2972,92.33
GammaTire SA,2011,25.0,25.0,0.9138,2380614.32931305,18699237.4990249,7.85479498664565,12398464.5798975,1395933.50574293,11002531.0741545,69796.6752871464,1074069.27557317,0.0,0.0,6405255.86784847,326313.325699286,356694.638507902,1968343.68058822,73781.7751881207,61200.6517813467,0.0,0.0,1422093.797347,3823.81989536154,24090041.4123263,10.1192541419667,654954.682086639,1375316.38426932,2030271.06635595,0.852834934813574,11.2589,32.2595,67.7405,44.0743,7.8548,0.8528,10.1193,91.38
GammaTire SA,2012,26.0,26.0,0.9226,2315240.23487918,18125965.6419007,7.82897833617107,14041807.9619962,1693290.72558178,12348517.2364144,84664.5362790889,1069271.89845718,0.0,0.0,6570921.53338086,292217.035980233,369757.092906924,1869908.50654439,76309.1998694471,56121.1058627993,0.0,0.0,1404966.22095212,3881.26367804465,25755161.8196282,11.1241854869424,653093.279610234,1543564.6545518,2196657.93416203,0.948781859035318,12.0589,29.7312,70.2688,41.328,7.829,0.9488,11.1242,92.26
GammaTire SA,2013,26.0,26.0,0.933,2670027.82732128,20815877.7477757,7.79612764135847,12552020.4375032,1614054.56759024,10937965.869913,80702.7283795121,1154092.99279419,0.0,0.0,6955414.41712059,301475.75492922,402540.53047562,1831139.08683559,81521.2570529234,57778.3621369295,0.0,0.0,1327197.81771088,4310.83001805779,24667491.4865772,9.2386645690225,670779.930208417,1367245.73373912,2038025.66394754,0.763297536862079,12.8589,32.9132,67.0868,44.4365,7.7961,0.7633,9.2387,93.3
GammaTire SA,2014,26.0,26.0,0.9733,2529056.84152052,18809481.1188842,7.437350086436,12723263.5939337,1737860.70094104,10985402.8929926,86893.0350470519,1137696.86171266,0.0,0.0,6615082.40160995,242431.929125243,410958.469105557,1670994.22919786,90827.9380545795,57136.6263305187,0.0,0.0,1524199.26086561,4095.16432462604,24476686.4742603,9.67818756479366,645895.528001742,1373175.36162408,2019070.88962582,0.79834935161517,13.6589,31.9897,68.0103,43.3708,7.4374,0.7983,9.6782,97.33
GammaTire SA,2015,27.0,27.0,1.0,2715195.65678047,19619238.0279307,7.22571796214278,14007545.4767961,2025340.13052257,11982205.3462736,101267.006526129,1130359.67874464,0.0,0.0,7215458.6091321,242395.147564042,448518.549651992,1559992.56930456,87712.59331354,61918.8641468542,0.0,0.0,1552245.53511356,4315.03489193528,26310462.0586593,9.69007960548113,675041.418316619,1497775.66828419,2172817.08660081,0.80024328308525,14.4589,31.0676,68.9324,42.4643,7.2257,0.8002,9.6901,100.0
GammaTire SA,2016,27.0,27.0,1.0,2526965.15889673,18214336.931318,7.20798894562928,14626600.8926119,2231861.67984432,12394739.2127676,111593.083992216,1100272.16718268,0.0,0.0,7052187.20075412,187825.459713297,391136.565680908,1483280.87813078,89236.5474902207,58819.1230521233,0.0,0.0,1461699.68798048,4160.00216021867,26455218.5247567,10.4691663166053,645946.827944419,1549342.40159595,2195289.22954037,0.86874534926268,15.2589,29.4242,70.5758,40.5529,7.208,0.8687,10.4692,100.0
GammaTire SA,2017,27.0,27.0,1.0,2795235.62506679,20969378.5200476,7.50182858718629,15000620.8107392,2408938.05539483,12591682.7553444,120446.902769741,1269558.60003246,0.0,0.0,7948758.88575733,177345.566353775,445184.54647692,1475873.78640694,88712.0520403678,61285.3415818256,0.0,0.0,1596660.54029639,4289.79332141847,28068289.9230066,10.0414754560578,705798.707923435,1573960.34441805,2279759.05234148,0.815587434525134,16.0589,30.9594,69.0406,42.0336,7.5018,0.8156,10.0415,100.0
GammaTire SA,2018,28.0,28.0,1.0,2908144.10799124,20470914.9199904,7.03916799162003,14072689.1458379,2372503.74257743,11700185.4032605,118625.187128871,1176328.50180262,0.0,0.0,8066114.55037366,147824.979563563,428049.279960944,1189065.69212892,94425.0967062602,62796.1259598342,0.0,0.0,1705091.9783383,4026.97160152083,26946412.3222736,9.2658449243378,692889.863908694,1462523.17540756,2155413.03931626,0.741164453781169,16.8589,32.1465,67.8535,43.4098,7.0392,0.7412,9.2658,100.0
GammaTire SA,2019,28.0,28.0,1.0,2817312.43920188,19862304.5045875,7.05008937887427,14053893.0094941,2481766.06061313,11572126.948881,124088.303030657,1224988.80402883,0.0,0.0,7690407.64668711,113810.584096404,422515.048358065,1235091.89028057,98556.1327883277,61583.6280044951,0.0,0.0,1741998.13376544,4348.52530736431,26647193.4028107,9.45837353075388,674110.195461582,1446515.86861012,2120626.06407171,0.752712420022701,17.6589,31.7883,68.2117,42.6623,7.0501,0.7527,9.4584,100.0
GammaTire SA,2020,28.0,28.0,1.0,2955805.66355614,21514449.8781082,7.2787092004635,14335889.1443455,2646250.65239005,11689638.4919555,132312.532619503,1315022.79338362,0.0,0.0,8035633.51668191,93088.0103610533,491814.007918528,982334.334935714,96701.6856465046,62163.7675371357,0.0,0.0,1655109.67415915,3763.31845358131,27071520.2534227,9.15876188587204,671304.322007709,1461204.81149443,2132509.13350214,0.721464594169737,18.4589,31.4796,68.5204,42.1868,7.2787,0.7215,9.1588,100.0
GammaTire SA,2021,29.0,29.0,1.0,2861569.8259637,21049284.3912183,7.35585209217445,16207122.7142103,3121317.18667285,13085805.5275375,156065.859333643,1361717.24208918,0.0,0.0,8007878.80888891,65183.4044391742,454226.830761412,985612.487253803,102149.878635961,61339.224150866,0.0,0.0,1677586.25528475,3907.16695904418,28926724.0126734,10.1086906040924,666596.172601289,1635725.69094219,2302321.86354347,0.804566026190927,19.2589,28.9532,71.0468,39.2643,7.3559,0.8046,10.1087,100.0
GammaTire SA,2022,29.0,29.0,1.0,2904792.31536067,23604209.0721299,8.12595411634413,15834495.5602383,3176229.17673293,12658266.3835053,158811.458836647,1315830.82658195,0.0,0.0,9045636.9597092,36460.7428979758,482465.45189529,793890.724059066,94184.6616656635,59505.7230610986,0.0,0.0,1792963.39916363,4107.46408034467,29459541.5133525,10.1417031977016,714798.119469775,1582283.29793817,2297081.41740794,0.790790241787982,20.0589,31.1177,68.8823,41.7835,8.126,0.7908,10.1417,100.0
GammaTire SA,2023,29.0,29.0,1.0,3172418.50601811,22838113.9436205,7.19896000489734,16513496.1138054,3444537.33977354,13068958.7740318,172226.866988677,1429058.45288931,0.0,0.0,8464022.44306008,8153.71228508666,458667.559200995,742295.657641304,102770.500714673,58313.2104712101,0.0,0.0,1658876.13376658,4059.42127697847,29439713.2051116,9.27989581111829,667013.091692505,1633619.84675398,2300632.93844648,0.725198435856481,20.8589,28.9926,71.0074,39.0532,7.199,0.7252,9.2799,100.0
IotaTire PLC,2009,41.0,41.0,0.9986,2171287.66030834,21025956.848531,9.68363484622074,19175146.7556529,1517395.95850429,17657750.7971486,75869.7979252143,1741577.10852613,0.0,0.0,38040577.2403286,1921540.0478888,224317.10103129,5105792.4744795,222719.754222474,158915.973899323,0.0,0.0,1842639.67347078,7015.75757806416,68440241.8870778,31.5205779216553,2857358.36376234,2207218.84964358,5064577.21340591,2.3325224501514,7.9133,56.4185,43.5815,69.438,9.6836,2.3325,31.5206,99.86
IotaTire PLC,2010,41.0,41.0,0.9695,2384116.98260828,23037128.0393977,9.66275069866517,20917803.0577013,1822640.82843274,19095162.2292685,91132.0414216372,1694274.66806198,0.0,0.0,36895105.354761,1910692.87048237,232565.203399868,5232440.22563342,220008.630177723,168085.764725865,0.0,0.0,1862160.93136517,6171.99208231416,69139308.698391,28.9999648518719,2803858.94836845,2386895.27865856,5190754.22702702,2.17722295713368,8.7133,54.0164,45.9836,67.2949,9.6628,2.1772,29.0,96.95
IotaTire PLC,2011,41.0,41.0,0.943,2459742.69735446,24193085.5080562,9.83561635697779,19629798.3764144,1867450.8942934,17762347.482121,93372.5447146701,1932117.2421693,0.0,0.0,35105022.0077461,1761914.83691312,213694.707611721,4381886.77994898,215973.735911678,153281.603483814,0.0,0.0,1939799.64546512,6422.04596458327,65339910.9816288,26.5637178441079,2625326.39112758,2220293.43526513,4845619.82639271,1.96997020525942,9.5133,54.1794,45.8206,67.0004,9.8356,1.97,26.5637,94.3
IotaTire PLC,2012,42.0,42.0,0.9881,2575924.89825787,25457470.847765,9.88284668741011,22101044.537683,2279357.48061159,19821687.0570714,113967.874030579,1787883.42915327,0.0,0.0,36602982.4344282,1439486.57192847,226815.579602399,4599923.60728104,228838.815131069,157497.678242867,0.0,0.0,1826465.81016318,6945.10494088683,68977883.5685544,26.7779094084633,2691360.31947994,2477710.88213392,5169071.20161386,2.00668552297847,10.3133,52.0666,47.9334,65.3673,9.8828,2.0067,26.7779,98.81
IotaTire PLC,2013,42.0,42.0,0.9031,2461058.5858162,23951974.6462958,9.73238702416025,22563024.2094381,2507507.24230131,20055516.9671368,125375.362115065,2012345.27427659,0.0,0.0,40986049.3511825,1400628.16956556,227017.446610899,4048666.73616188,235377.42587795,155188.997402298,0.0,0.0,2121280.00058084,6304.49339930321,73755882.1044959,29.9691695799412,2907721.81685568,2506939.62089209,5414661.43774777,2.20013512435423,11.1133,53.7009,46.2991,66.6801,9.7324,2.2001,29.9692,90.31
IotaTire PLC,2014,42.0,42.0,0.8811,2494961.85289172,24032481.8687967,9.63240453594208,21635539.1161511,2577516.9156363,19058022.2005148,128875.845781815,1963275.51886758,0.0,0.0,43481410.0019657,1301301.46731609,235349.332066177,3716728.3271205,245250.425174808,159210.420744444,0.0,0.0,2171830.46380492,6847.37624968482,74916742.449461,30.0272095794294,3016994.40991266,2382252.77506435,5399247.18497701,2.16406001507364,11.9133,55.8781,44.1219,68.4999,9.6324,2.1641,30.0272,88.11
IotaTire PLC,2015,43.0,43.0,1.0,2831505.09483403,27695157.9919555,9.78107298570086,22019406.6622563,2799403.64288275,19220003.0193736,139970.182144138,1986774.0135676,0.0,0.0,42987560.9355313,1081500.84753557,247325.993068125,3548446.72458185,242994.347390656,154596.823767657,0.0,0.0,2074427.50194697,6966.89245373445,74350000.7420998,26.2581200640424,2950196.53909982,2402500.3774217,5352696.91652151,1.89040695222032,12.7133,55.1161,44.8839,67.7119,9.7811,1.8904,26.2581,100.0
IotaTire PLC,2016,43.0,43.0,1.0,2781542.94221837,24436510.965339,8.78523591868407,23709410.4305257,3203934.97480932,20505475.4557163,160196.748740466,2130561.46699281,0.0,0.0,40717114.3828858,1001433.20533125,256320.96140652,3504268.01355172,231274.006296706,160083.321286186,0.0,0.0,2179780.4176302,6099.05299624645,73896345.258903,26.5666742502161,2817725.84967122,2563184.43196454,5380910.28163576,1.93450555803547,13.5133,52.3652,47.6348,65.0321,8.7852,1.9345,26.5667,100.0
IotaTire PLC,2017,43.0,43.0,1.0,2873597.42481536,24678809.3527197,8.58812342313586,23965383.6939671,3430248.60045099,20535135.0935161,171512.430022549,2293418.34509402,0.0,0.0,42724599.0069263,899671.967540873,276251.423429718,3153437.40752345,242177.044432706,174384.732198279,0.0,0.0,2089784.24106816,6667.57045620516,75825775.4326368,26.3870557433803,2891572.83653921,2566891.88668952,5458464.72322873,1.89952311207248,14.3133,52.9741,47.0259,65.3696,8.5881,1.8995,26.3871,100.0
IotaTire PLC,2018,44.0,44.0,1.0,2995172.41695093,26099598.4645175,8.7138884949691,24557004.8036851,3711385.42302824,20845619.3806569,185569.271151412,2203109.09829763,0.0,0.0,45854685.0491929,756727.626776834,283488.515553167,2750290.76622623,275594.865057456,153914.254910307,0.0,0.0,2343614.18717278,7033.76507173098,79185462.9319441,26.4376977044128,3038167.90741593,2605702.42258211,5643870.32999803,1.88432235087937,15.1133,53.8313,46.1687,66.2058,8.7139,1.8843,26.4377,100.0
IotaTire PLC,2019,44.0,44.0,1.0,2821752.39931211,26297671.6782254,9.31962410473586,26494407.5395905,4216147.08746699,22278260.4521235,210807.354373349,2400792.20673693,0.0,0.0,48257303.0933879,608064.163785264,250029.834382495,2666059.4129572,248360.202961743,174880.305186359,0.0,0.0,2163733.23565111,7025.34985783717,83270655.3444974,29.5102629716191,3139543.93357477,2784782.55651544,5924326.49009021,2.09952031635889,15.9133,52.9941,47.0059,65.2997,9.3196,2.0995,29.5103,100.0
IotaTire PLC,2020,44.0,44.0,1.0,2946691.79140718,27455589.5033591,9.31742830499684,27032183.8231115,4517982.76575808,22514201.0573534,225899.138287904,2408285.4337565,0.0,0.0,45845475.0119558,418068.839613141,259608.26038038,2245463.83459392,268534.652120435,156030.487032568,0.0,0.0,2171033.95382461,6762.14386094239,80811446.4402497,27.4244651836012,2954820.40338818,2814275.13216917,5769095.53555735,1.95782115807991,16.7133,51.2181,48.7819,63.5689,9.3174,1.9578,27.4245,100.0
IotaTire PLC,2021,45.0,45.0,1.0,3122612.79760541,29438926.8753453,9.42765843332246,26815217.1079448,4696242.1019854,22118975.0059594,234812.10509927,2204205.55749419,0.0,0.0,49662168.2471359,325294.312951539,296951.22205461,2115063.15775461,257387.829621749,166731.388937182,0.0,0.0,2213074.52531597,6140.82185412772,84062234.1710647,26.9204796174307,3154616.03830643,2764871.87574492,5919487.91405135,1.89568425473397,17.5133,53.292,46.708,65.4786,9.4277,1.8957,26.9205,100.0
IotaTire PLC,2022,45.0,45.0,1.0,2955345.39206311,26451930.4231064,8.9505377253521,25245581.5634784,4623311.03021016,20622270.5332682,231165.551510508,2269352.53216306,0.0,0.0,49832684.7060123,184546.913549952,278500.196297129,1912003.08371286,258953.07570302,166326.914908427,0.0,0.0,2448704.53426797,6059.00046873908,82602712.5205618,27.9502736777907,3147230.81447914,2577783.81665852,5725014.63113767,1.93717277395488,18.3133,54.9733,45.0267,66.69,8.9505,1.9372,27.9503,100.0
IotaTire PLC,2023,45.0,45.0,1.0,2909287.05588014,26294778.6595304,9.03822075803227,26340833.2008516,5034614.93200347,21306218.2688481,251730.746600174,2415310.68082221,0.0,0.0,51876493.5855431,39478.1837025471,284178.401481058,1485562.52514225,305268.537444868,157011.581757742,0.0,0.0,2464646.24949142,6222.67366049737,85375005.6198973,29.3456795359332,3219151.28025331,2663277.28360601,5882428.56385932,2.02194848802217,19.1133,54.7249,45.2751,66.3178,9.0382,2.0219,29.3457,100.0
ThetaDrive NV,2009,30.0,30.0,0.9474,4520121.78361705,25392531.5716666,5.61766536107512,10033567.7028043,957326.061712552,9076241.64109173,47866.3030856276,1968072.18767978,0.0,0.0,34143537.553204,177598.051283407,204031.676245886,426832.746125886,370544.354186998,81811.7292457703,0.0,0.0,1175376.5339295,4575.06252417825,48585947.5972297,10.7488138424338,2077629.98495885,1134530.20513647,3212160.19009531,0.710635762456141,9.5412,64.6801,35.3199,75.2981,5.6177,0.7106,10.7488,94.74
ThetaDrive NV,2010,30.0,30.0,0.9237,5023822.04159298,27624864.7485855,5.49877454254453,11581265.0057233,1197645.58586397,10383619.4198593,59882.2792931985,1929054.36667686,0.0,0.0,37235240.9746004,166730.487563179,193430.750007216,433830.174987248,416790.466810024,80139.0549506778,0.0,0.0,1088873.74933347,4407.81559023561,53129762.8462426,10.5755662534169,2248360.9002403,1297952.42748242,3546313.32772272,0.705899472226974,10.3412,63.4,36.6,74.5711,5.4988,0.7059,10.5756,92.37
